Model,Region,Scenario,Unit,Variable,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Polyclimate,World,Minus-5,ppb,Atmospheric Concentrations|CH4|FaIRv1.6.2|5.0th Percentile,1755.229624501753,1757.1905925087613,1761.5010783459877,1770.2906799923824,1778.1995138169466,1778.0101217242864,1776.5307312512155,1778.9609477091358,1783.589813257728,1784.2302856654298,1783.3604329547043,1783.4212239711776,1788.9513143017236,1798.4196472210047,1802.1011861239474,1807.8506673299503,1813.0701904468506,1815.261230480172,1822.580841063816,1831.4709981235555,1840.5940897628163,1849.2667362957752,1857.9444110586483,1867.0711933828456,1876.1567058743074,1884.5382679730026,1892.7322376928932,1897.000937674163,1893.9421671900514,1884.6475587415748,1870.0802247787105,1851.0887215494363,1828.4195462908144,1802.7283194382483,1774.5897879583258,1744.506771932731,1712.918163972911,1680.2060797814656,1646.7022480654248,1612.6937189309547,1578.4279617427871,1544.1174161199,1509.9435531763534,1476.0604982262103,1442.5982608853378,1409.6656137588898,1377.3526566459807,1345.733099372699,1314.8662929364855,1284.7990355688949,1255.5671775638411,1227.1970462422416,1199.7067102024848,1173.1071000132708,1147.4030007176984,1122.5939299139752,1098.6749137399395,1075.6371717987558,1053.4687209064657,1032.1549065048926,1011.6788696534477,992.0219566796552,973.1640778208314,955.0840205194476,937.7597224343074,921.1685086916382,905.2872974181154,890.0927771659454,875.5615594532609,861.6703092965943,848.3958563019264,835.7152886030109,823.6060316870205,812.0459139250084,801.0132204255542,790.4867366518224,780.4457830829492,770.8702420582151,761.7405778151298,753.037850618762,744.7437257779947,736.840478253602,729.3109934820018,722.1387649662115,715.3078891210274,708.8030578019183,702.6095488958649,696.7132153067123,691.1004726269439,685.7582857516218,680.6741546580673,675.8360995462821,671.2326455097271,666.852806883569,662.6860713975365,658.7223842428637,654.952132147149,651.3661275371469,647.9555928573064,644.7121451011193,641.6277806028768,638.6948601291165,635.906094301743,633.2545293784209,630.7335334102576,628.3367827919292
Polyclimate,World,Persistence,ppb,Atmospheric Concentrations|CH4|FaIRv1.6.2|5.0th Percentile,1755.229624501753,1757.1905925087613,1761.5010783459877,1770.2906799923824,1778.1995138169466,1778.0101217242864,1776.5307312512155,1778.9609477091358,1783.589813257728,1784.2302856654298,1783.3604329547043,1783.4212239711776,1788.9513143017236,1798.4196472210047,1802.1011861239474,1807.8506673299503,1813.0701904468506,1815.261230480172,1822.580841063816,1831.4709981235555,1840.5940897628163,1849.2667362957752,1857.9444110586483,1867.0711933828456,1876.1567058743074,1884.5382679730026,1892.7322376928932,1900.5354436566147,1907.5431313512474,1913.8364019702494,1919.4880886335015,1924.563599297724,1929.1216737341813,1933.2150633343128,1936.8911416107985,1940.1924524594938,1943.1572025273654,1945.8197033846895,1948.2107686188465,1950.358070445348,1952.2864599632198,1954.0182547611116,1955.5734972026462,1956.9701863801947,1958.2244864215158,1959.350913560029,1960.3625041337189,1961.2709654569505,1962.0868113112647,1962.819483623206,1963.4774617373887,1964.0683605494326,1964.599018634479,1965.0755773912167,1965.5035521173595,1965.8878958391513,1966.2330566336032,1966.5430291068656,1966.8214006245025,1967.0713928287005,1967.2958989228953,1967.4975171553208,1967.6785808889902,1967.8411856061125,1967.9872131594752,1968.1183535514547,1968.2361244927083,1968.3418889669058,1968.436871004777,1968.5221698500332,1968.5987726811063,1968.6675660359379,1968.7293460720366,1968.7848277805492,1968.8346532609773,1968.8793991523069,1968.9195833065523,1968.9556707819484,1968.9880792251495,1969.0171837047287,1969.0433210519107,1969.0667937587787,1969.0878734790683,1969.106804172064,1969.1238049259814,1969.1390724935145,1969.1527835688887,1969.1650968327738,1969.1761547887227,1969.1860854123909,1969.1950036326202,1969.203012661531,1969.2102051890133,1969.2166644554436,1969.2224652150405,1969.2276746010077,1969.2323529024789,1969.2365542622535,1969.2403273034024,1969.2437156919896,1969.2467586424277,1969.2494913713138,1969.2519455049965,1969.2541494455932,1969.2561286996936,1969.257906173551
Polyclimate,World,Plus-1,ppb,Atmospheric Concentrations|CH4|FaIRv1.6.2|5.0th Percentile,1755.229624501753,1757.1905925087613,1761.5010783459877,1770.2906799923824,1778.1995138169466,1778.0101217242864,1776.5307312512155,1778.9609477091358,1783.589813257728,1784.2302856654298,1783.3604329547043,1783.4212239711776,1788.9513143017236,1798.4196472210047,1802.1011861239474,1807.8506673299503,1813.0701904468506,1815.261230480172,1822.580841063816,1831.4709981235555,1840.5940897628163,1849.2667362957752,1857.9444110586483,1867.0711933828456,1876.1567058743074,1884.5382679730026,1892.7322376928932,1901.242344853105,1910.305738255276,1919.880220398426,1929.9280378034698,1940.4154293766392,1951.3122208303844,1962.591460466451,1974.2290921045005,1986.2036613695154,1998.496051937293,2011.0892486840148,2023.9681249972368,2037.1192517852505,2050.5307259728734,2064.1920164972216,2078.0938260195458,2092.2279667510647,2106.5872489540734,2121.1653808262663,2135.9568786079494,2150.9569858701034,2166.1616010474972,2181.567212376455,2197.1708394825605,2212.96998094052,2228.96256719751,2245.146918313388,2261.521706026875,2278.0859197068617,2294.8388357929402,2311.779990369622,2328.9091545549527,2346.22631241679,2363.731641159232,2381.425493347959,2399.3083809668105,2417.3809611190936,2435.644023206153,2454.098477432781,2472.745344504401,2491.585746394735,2510.6208980750052,2529.852100106863,2549.280732011187,2568.908246333861,2588.736163337686,2608.76606625681,2628.999597056533,2649.4384526471845,2670.084381506007,2690.9391806656595,2712.0046930321923,2733.2828049991317,2754.775444327707,2776.484578266324,2798.412211885119,2820.560386603903,2842.9311788940176,2865.5266991366093,2888.3490906216157,2911.400528673366,2934.6832198901247,2958.199401486223,2981.9513407265554,3005.94133444429,3030.1717086335602,3054.6448181097467,3079.3630462307315,3104.328804673158,3129.544533258369,3155.0126998232117,3180.735800131419,3206.7163578217023,3232.9569243890824,3259.46007919636,3286.228429512926,3313.2646105784183,3340.571285688972,3368.1511463040533
Polyclimate,World,Minus-5,ppm,Atmospheric Concentrations|CO2|FaIRv1.6.2|5.0th Percentile,357.69862937322347,359.3929771929221,361.1498773553562,363.1078712399398,365.0741445580228,366.8266803008826,368.6141460704828,370.3853237978227,372.194084100263,374.08073066120664,376.1162885051911,378.2979896551402,380.5529022364809,382.8965405436691,385.1955598272669,387.3865639860406,389.6806047951414,392.12601067873806,394.6176077956123,397.12654270709993,399.60620619918404,402.02942187552134,404.31383326626286,406.58731538308024,408.9127287149901,411.2695579692773,413.5071601000265,415.7101990886203,417.88862403141235,419.8418613020437,421.5804001510612,423.12476480551555,424.54277775882053,425.8333519988737,426.96893460912617,427.9893986700012,428.90729198548877,429.7258663444684,430.44415271422247,431.0617512689431,431.60115996764364,432.09312705162927,432.4937960026561,432.8347598686546,433.1140562389191,433.3412267653382,433.5229585703349,433.64309679188995,433.72234981960577,433.7612974086022,433.7575068126978,433.7231233440345,433.65963441066157,433.56841583954673,433.4500565709413,433.30704446684376,433.1444548778676,432.95294512867633,432.74954879706013,432.53768586835076,432.29114985446125,432.02918196503714,431.7703464725605,431.5030636297496,431.2339426557018,430.9472408744789,430.642176540652,430.33051218382855,430.0076173633061,429.6589099702591,429.33162498638524,428.979830017855,428.63257289251203,428.29051794910356,427.9558124749189,427.63087076515495,427.3032952697502,426.94897962863854,426.590472719796,426.2294403440482,425.87247961771885,425.53397934214854,425.19845814593776,424.84227281046793,424.4915861628009,424.14891840606043,423.7927892627913,423.43230407943093,423.08023776933504,422.738827734267,422.3981488894575,422.06006426669774,421.71331052478473,421.359146994709,421.00962336117993,420.6834908656094,420.37050509657576,420.0599595547704,419.7475868606542,419.4253771511544,419.10884949721907,418.79986832580767,418.49879091211733,418.1995608248342,417.90219544400213,417.6068286982329
Polyclimate,World,Persistence,ppm,Atmospheric Concentrations|CO2|FaIRv1.6.2|5.0th Percentile,357.69862937322347,359.3929771929221,361.1498773553562,363.1078712399398,365.0741445580228,366.8266803008826,368.6141460704828,370.3853237978227,372.194084100263,374.08073066120664,376.1162885051911,378.2979896551402,380.5529022364809,382.8965405436691,385.1955598272669,387.3865639860406,389.6806047951414,392.12601067873806,394.6176077956123,397.12654270709993,399.60620619918404,402.02942187552134,404.31384281289536,406.5872940207552,408.91282987064903,411.2699746452554,413.50765817857837,415.71241589288775,418.0089018566458,420.3000518721428,422.56237215517837,424.793772176395,427.0343023708514,429.27629333993696,431.4909246217273,433.694404622002,435.9047714549439,438.09426072106345,440.2746835575055,442.45674406994686,444.63459147707687,446.79269002704143,448.9870057449366,451.1605617247283,453.3433117127183,455.50106363228764,457.66328999746827,459.8259555490889,461.98590770036736,464.1452454516869,466.2822659013245,468.43220729215307,470.5947107143002,472.74515596178065,474.91477613213846,477.0750212883342,479.2070241252572,481.32651251949494,483.4796969620138,485.6186288374535,487.7605032616578,489.9076204154845,492.02153326575007,494.12275209104433,496.23188679266667,498.3496173642596,500.47269953819,502.5952143391635,504.72986560353985,506.87720067502863,509.0216797875821,511.113365454453,513.2192718796166,515.3612309306407,517.4839764268806,519.6505475628452,521.8116904122619,523.972855442317,526.1525929846823,528.2999027065194,530.4524670386701,532.6416903181505,534.7323642762068,536.8652598205322,539.0147005870293,541.1665216581675,543.321005865331,545.4855426036809,547.62084513494,549.7524289907797,551.8857977320956,554.0421101749725,556.2007759140431,558.3628800863384,560.5259400952432,562.6905850523694,564.8446421142527,566.9946491454195,569.1478378366264,571.2531898960108,573.3584730450733,575.5004677331741,577.6982811449469,579.8961412616009,582.0940738218547,584.2579529590563
Polyclimate,World,Plus-1,ppm,Atmospheric Concentrations|CO2|FaIRv1.6.2|5.0th Percentile,357.69862937322347,359.3929771929221,361.1498773553562,363.1078712399398,365.0741445580228,366.8266803008826,368.6141460704828,370.3853237978227,372.194084100263,374.08073066120664,376.1162885051911,378.2979896551402,380.5529022364809,382.8965405436691,385.1955598272669,387.3865639860406,389.6806047951414,392.12601067873806,394.6176077956123,397.12654270709993,399.60620619918404,402.02942187552134,404.3138344208529,406.5873318158208,408.91274025059005,411.26960820765737,413.50730933769114,415.71064183609917,418.03168029541825,420.3926879752893,422.7654709002544,425.1424941535939,427.5704247109155,430.0363131242721,432.5115887542795,435.0192747007304,437.55255647018663,440.11021206847624,442.6921914778167,445.31488432960515,447.95928665555965,450.6509179129149,453.37411122582694,456.15202998839106,458.93649363812574,461.75624689083514,464.6342815239813,467.5310466372021,470.46254068994546,473.43520692663407,476.4267646479378,479.4448349895179,482.5000153539295,485.62342720431843,488.82827699762464,492.0509625117476,495.2810953657058,498.58148314629614,501.8829616072929,505.24775398781827,508.6608431578747,512.1286920577226,515.5899458836268,519.1183611304086,522.6879115463972,526.2762824971354,529.9102953864636,533.617345060956,537.3926374689303,541.1943808314369,545.0463305703928,548.9558927443263,552.9060706232087,556.927867912313,561.0248249218921,565.1841818426244,569.3261851502396,573.5382372733093,577.7773971263673,582.115703275457,586.5732071144198,591.0248260992313,595.5564061067166,600.1218952723183,604.8111237750675,609.5649180444932,614.3846462719878,619.2561098075342,624.1956651549283,629.1992525300207,634.1345405903119,639.1410472108283,644.3985879360266,649.7175767598034,655.0378796989467,660.3418573655467,665.7449538573147,671.2507117222892,676.850104055053,682.549107396357,688.3667452363844,694.1727903206206,700.0517862864776,706.008428415595,712.0439372573622,718.1598221905556
Polyclimate,World,Minus-5,ppb,Atmospheric Concentrations|N2O|FaIRv1.6.2|5.0th Percentile,311.2708913426063,312.2897009828022,313.1745560550194,313.8983753307274,314.70021424027095,315.7500814692973,316.4839673296336,317.09183030803047,317.72067626628257,318.3475434536419,319.12038052770055,319.9232254674536,320.63609222999145,321.5649269755326,322.2647977016314,323.1306408136016,324.1484891657979,324.99435628843514,325.90821181354124,326.9770668952956,328.04615681656287,329.1162987740248,330.192315094773,331.2734582844078,332.3596861467167,333.44396537273263,334.5402949206163,335.61117130007784,336.60029552520314,337.5119873697622,338.3503487080157,339.11927442541725,339.8224627836511,340.46342526728955,341.0454959379906,341.57184032085866,342.0454638463627,342.4692198700339,342.8458172910554,343.17782778980063,343.46769270337285,343.7177295572483,343.93013827021764,344.1070070489624,344.2503179877848,344.3619523882358,344.4436958126454,344.49724288486277,344.5242018508458,344.52609891110865,344.5043823364352,344.46042637769665,344.3955349800682,344.310945311426,344.20783111421656,344.08730588962567,343.95042592243254,343.79819315451596,343.631557914581,343.45142151129534,343.25863869666694,343.05402000614987,342.83833398164467,342.6123092832482,342.3766366953166,342.1319710321268,341.8789329481567,341.6181106577552,341.3500615687318,341.075313834172,340.79436782656694,340.5076975381432,340.2157519110827,339.91895610113954,339.6177126779846,339.3124027654422,339.0033871246245,338.6910071828208,338.37558601085306,338.0574292514762,337.73682600127154,337.4140496483586,337.0893586681366,336.7629973791529,336.43519666109495,336.1061746367981,335.77613732007063,335.44527923104556,335.11378398068297,334.7818248259667,334.4495651972608,334.1171591992191,333.78475208656977,333.45248071603334,333.12047397556654,332.78885319206745,332.4577325186189,332.1272193022943,331.79741443349786,331.4684126777638,331.14030299089126,330.8131688182498,330.48708837904684,330.16213493630966,329.838377053297,329.5158788370192
Polyclimate,World,Persistence,ppb,Atmospheric Concentrations|N2O|FaIRv1.6.2|5.0th Percentile,311.2708913426063,312.2897009828022,313.1745560550194,313.8983753307274,314.70021424027095,315.7500814692973,316.4839673296336,317.09183030803047,317.72067626628257,318.3475434536419,319.12038052770055,319.9232254674536,320.63609222999145,321.5649269755326,322.2647977016314,323.1306408136016,324.1484891657979,324.99435628843514,325.90821181354124,326.9770668952956,328.04615681656287,329.1162987740248,330.192315094773,331.2734582844078,332.3596861467167,333.44396537273263,334.5402949206163,335.648575611326,336.74773470196476,337.8378472670047,338.9189877630246,339.99123003379526,341.0546473153235,342.10931224085385,343.15529684582987,344.19267257281405,345.2215102763677,346.2418802278903,347.25385212041914,348.2574950733895,349.25287763735577,350.24006779867324,351.2191329841421,352.19014006561247,353.153155364552,354.1082446565758,355.05547317593886,355.9949056199919,356.9266061536001,357.8506384135257,358.7670655127746,359.67595004490704,360.57735408831286,361.4713392104515,362.3579664720572,363.2372964313097,364.10938914797015,364.9743041874836,365.83210062504725,366.68283704964546,367.52657156805145,368.36336180879607,369.19326492610406,370.01633760379764,370.8326360591681,371.6422160468157,372.44513286245757,373.2414413467048,374.0311958888078,374.81445043037155,375.5912584690396,376.36167306214816,377.1257468303501,377.8835319612089,378.6350802127633,379.38044291706217,380.11967098367097,380.85281490314867,381.57992475049645,382.3010501885779,383.0162404715111,383.7255444480327,384.4290105648344,385.1266868698721,385.81862101564735,386.50486026246233,387.1854514816477,387.86044115876416,388.5298753967772,389.1937999192063,389.8522600732478,390.5053008328722,391.1529668018959,391.7953022170279,392.43235095089096,393.0641565150185,393.69076206282625,394.31221039255985,394.928543950218,395.5398048324516,396.14603478943894,396.7472752277376,397.3435672131121,397.9349514733393,398.52146840098976,399.1031580561868
Polyclimate,World,Plus-1,ppb,Atmospheric Concentrations|N2O|FaIRv1.6.2|5.0th Percentile,311.2708913426063,312.2897009828022,313.1745560550194,313.8983753307274,314.70021424027095,315.7500814692973,316.4839673296336,317.09183030803047,317.72067626628257,318.3475434536419,319.12038052770055,319.9232254674536,320.63609222999145,321.5649269755326,322.2647977016314,323.1306408136016,324.1484891657979,324.99435628843514,325.90821181354124,326.9770668952956,328.04615681656287,329.1162987740248,330.192315094773,331.2734582844078,332.3596861467167,333.44396537273263,334.5402949206163,335.65605647357563,336.77767138905205,337.9052418568266,339.0388707292704,340.1786615309275,341.3247184681697,342.4771464389236,343.6360510424709,344.8015385893231,345.97371611117137,347.1526913709123,348.33857287275134,349.5314698723837,350.7314923872546,351.9387512068993,353.15335790336457,354.37542484171155,355.605065190602,356.8423929329685,358.0875228767696,359.340570665831,360.6016527907739,361.8708866000313,363.1483903109539,364.4342830210057,365.72868471905144,367.0317162967361,368.3434995599579,369.66415724043645,370.9938130073757,372.33259147922456,373.680618235535,375.03801982891946,376.40492379710855,377.78145867510995,379.16775400747014,380.56394036063995,381.9701493354448,383.38651357966114,384.81316680070074,386.2502437784031,387.6978803779379,389.15621356281844,390.6253814080275,392.10552311325716,393.5967790162627,395.0992906063337,396.6132005378818,398.1386526441479,399.67579195102905,401.2247646910271,402.78571831732,404.3588015179577,405.9441642301833,407.5419576548809,409.1523342711526,410.7754478510247,412.4114534742853,414.06050754345455,415.72276779888904,417.398393334022,419.0875446107399,420.79038347489865,422.50707317197896,424.2377783628837,425.9826651398787,427.7419010426774,429.51565507467285,431.30409771931676,433.10740095664823,434.9257382799738,436.7592847126997,438.60821682531883,440.4727127525538,442.35295221065707,444.24911651487116,446.16138859704944,448.0899530234399,450.03499601263337
Polyclimate,World,Minus-5,W/m^2,Effective Radiative Forcing|FaIRv1.6.2|5.0th Percentile,1.3106389911637564,1.4165077548829212,1.2735037685174557,1.3694643633604637,1.653078663521081,1.7631919995174627,1.7749337882594316,1.6903740068692452,1.608526133756981,1.6634391716351815,1.6139274484559993,1.5860111282185247,1.6445855808907015,1.752666660818012,1.791944799594199,1.8291219383884907,1.9144626592448213,1.9277588811402193,2.070010018506382,2.038798961799984,2.142489538915667,2.1895042430631095,2.254805005020937,2.286314114786524,2.333691499310077,2.4181052470137687,2.465518170172598,2.5688636903387283,2.6301138288805945,2.676332682735846,2.695020611847951,2.7059156998805367,2.6881945169437356,2.6813035605108553,2.692388819256495,2.693495383667601,2.6916524927489864,2.704707356570441,2.727645545132225,2.766132038947958,2.7729765188886186,2.7837610366705086,2.764191837152481,2.7601407588243188,2.729007175488475,2.7050960383644354,2.6742639404041713,2.6519530938853335,2.6374435043705993,2.6357098505776047,2.659860455572279,2.671947195799147,2.681306238105818,2.666548443011446,2.631830178424406,2.5827725360249705,2.5444047894644637,2.5094508524394548,2.4831062883493247,2.4725392242867446,2.478615668795349,2.4910900742137416,2.477076374429648,2.467258513709052,2.462944219211352,2.434692663747316,2.399517459454605,2.366939299272185,2.344562743941488,2.328072179646036,2.3205787090207717,2.3322184726799056,2.34329258848015,2.3412225954244312,2.320649900058036,2.291375820794417,2.253894368933967,2.232466581911452,2.211489147677879,2.184191932159675,2.166468482779258,2.15019757339569,2.147036587486059,2.1533045618706717,2.170577068742037,2.1775347859113574,2.1709937465217695,2.16118866138786,2.136407084550901,2.118995371852126,2.0891427051741367,2.0650146491650245,2.054767507058664,2.051065669659878,2.0629444434812596,2.08311017709862,2.098644260621394,2.1143807988794445,2.0960446478634185,2.0694887108278395,2.0506163041574594,2.017623800678859,1.9996550631317433,1.986494293870584,1.9878267177375737,2.0079184361780693
