Model,Scenario,Region,Variable,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Polyclimate,Minus-5,World,AR6 climate diagnostics|Harmonized|Emissions|CH4,Mt CH4/yr,388.0727957,390.6009572355048,393.1291187710097,398.1854418420195,398.1854418420195,399.4495226097719,401.9776841452768,381.87879993801295,362.7848599411123,344.6456169440567,327.41333609685387,311.0426692920112,295.4905358274106,280.7160090360401,266.6802085842381,253.34619815502617,240.67888824727487,228.64494383491112,217.2126966431656,206.3520618110073,196.0344587204569,186.23273578443408,176.9210989952124,168.07504404545176,159.67129184317918,151.68772725102022,144.1033408884692,136.89817384404574,130.05326515184345,123.55060189425129,117.3730717995387,111.50441820956178,105.92919729908368,100.6327374341295,95.60110056242304,90.82104553430187,86.27999325758678,81.96599359470744,77.86769391497207,73.97430921922346,70.27559375826229,66.76181407034917,63.42372336683172,60.25253719849013,57.23991033856562,54.37791482163734,51.659019080555474,49.0760681265277,46.62226472020132,44.291151484191246,42.07659390998168,39.9727642144826,37.974126003758464,36.07541970357054,34.271648718392015,32.55806628247242,30.9301629683488,29.383654819931355,27.914472078934786,26.518748474988048,25.19281105123865,23.933170498676716,22.73651197374288,21.599686375055736,20.51970205630295,19.4937169534878,18.51903110581341,17.59307955052274,16.713425572996606,15.877754294346776,15.083866579629436,14.329673250647964,13.613189588115564,12.932530108709788,12.2859036032743,11.671608423110584,11.088028001955054,10.533626601857302,10.006945271764437,9.506598008176216,9.031268107767405,8.579704702379034,8.150719467260084,7.74318349389708,7.356024319202226,6.988223103242115
Polyclimate,Minus-5,World,AR6 climate diagnostics|Harmonized|Emissions|CO2|AFOLU,Mt CO2/yr,3517.44,2957.163823389358,2829.2192067487604,2730.8677651540943,2976.3874222736263,2650.144603034228,2572.612079733323,2443.9814757466565,2321.782401959324,2205.6932818613573,2095.4086177682893,1990.6381868798749,1891.1062775358807,1796.550963659087,1706.723415476133,1621.387244702326,1540.3178824672098,1463.3019883438492,1390.1368889266566,1320.6300444803237,1254.5985422563076,1191.8686151434922,1132.2751843863175,1075.6614251670017,1021.8783539086515,970.784436213219,922.245214402558,876.1329536824302,832.3263059983087,790.7099906983933,751.1744911634737,713.6157666053,677.934978275035,644.0382293612832,611.8363178932191,581.2445019985581,552.1822768986302,524.5731630536987,498.3445049010138,473.4272796559631,449.75591567316496,427.2681198895067,405.90471389503136,385.6094782002798,366.3290042902658,348.0125540757525,330.6119263719649,314.0813300533666,298.3772635506983,283.4584003731634,269.28548035450524,255.82120633678,243.03014601994096,230.8786387189439,219.3347067829967,208.36797144384687,197.9495728716545,188.0520942280718,178.6494895166682,169.7170150408348,161.23116428879308,153.16960607435342,145.51112577063574,138.23556948210395,131.32379100799875,124.7576014575988,118.51972138471886,112.59373531548292,106.96404854970876,101.61584612222332,96.53505381611215,91.70830112530656,87.12288606904123,82.76674176558917,78.62840467730972,74.69698444344424,70.96213522127202,67.41402846020841,64.043327037198,60.841160685338096,57.7991026510712,54.90914751851764,52.16369014259176,49.55550563546217,47.07773035368906,44.72384383600461
Polyclimate,Minus-5,World,AR6 climate diagnostics|Harmonized|Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,35635.2863,35600.83961588224,36174.62099511832,36905.96285325731,37162.56767653729,35340.17093350677,37203.94814919039,35343.750741730866,33576.56320464432,31897.735044412104,30302.8482921915,28787.705877581924,27348.32058370283,25980.90455451769,24681.859326791804,23447.766360452213,22275.3780424296,21161.609140308123,20103.52868329272,19098.35224912808,18143.43463667168,17236.262904838095,16374.449759596191,15555.727271616382,14777.940908035564,14039.043862633784,13337.091669502095,12670.237086026991,12036.725231725644,11434.88897013936,10863.144521632392,10319.987295550773,9803.987930773234,9313.788534234573,8848.099107522845,8405.694152146703,7985.409444539368,7586.1389723124,7206.83202369678,6846.490422511941,6504.165901386344,6178.957606317026,5870.009726001175,5576.509239701117,5297.683777716061,5032.799588830258,4781.159609388745,4542.101628919308,4314.996547473343,4099.246720099675,3894.284384094692,3699.570164889957,3514.59165664546,3338.8620738131863,3171.918970122527,3013.3230216164006,2862.6568705355808,2719.5240270088016,2583.547825658361,2454.3704343754434,2331.651912656672,2215.069317023838,2104.315851172646,1999.1000586140135,1899.145055683313,1804.1878028991475,1713.9784127541902,1628.2794921164807,1546.865517510657,1469.522241635124,1396.0461295533678,1326.2438230756993,1259.9316319219142,1196.9350503258186,1137.0882978095276,1080.2338829190512,1026.2221887730989,974.9110793344436,926.1655253677216,879.8572490993355,835.8643866443687,794.0711673121502,754.3676089465428,716.6492284992156,680.8167670742548,646.7759287205421
Polyclimate,Minus-5,World,AR6 climate diagnostics|Harmonized|Emissions|F-Gases,Mt CO2/yr,1288.190261,1371.512875920935,1484.4581128975567,1542.1641965601364,1527.653861518614,1590.6970140835242,1627.8247188460273,1546.433482903726,1469.1118087585396,1395.6562183206129,1325.873407404582,1259.5797370343528,1196.6007501826352,1136.7707126735036,1079.9321770398285,1025.935568187837,974.638789778445,925.9068502895228,879.6115077750466,835.6309323862943,793.8493857669796,754.1569164786306,716.4490706546991,680.6266171219642,646.595286265866,614.2655219525727,583.5522458549441,554.3746335621969,526.655901884087,500.3231067898827,475.3069514503885,451.5416038778691,428.9645236839757,407.5162974997768,387.140482624788,367.78345849354855,349.3942855688711,331.92457129042754,315.32834272590617,299.56192558961084,284.5838293101303,270.35463784462377,256.83690595239256,243.9950606547729,231.7953076220343,220.20554224093257,209.19526512888595,198.7355018724417,188.7987267788196,179.3587904398786,170.39085091788465,161.8713083719904,153.77774295339088,146.08885580572135,138.7844130154353,131.84519236466352,125.25293274643036,118.99028610910882,113.0407718036534,107.38873321347072,102.0192965527972,96.91833172515732,92.07241513889946,87.46879438195448,83.09535466285676,78.94058692971393,74.99355758322824,71.24387970406683,67.68168571886349,64.29760143292032,61.0827213612743,58.02858529321059,55.12715602855006,52.37079822712256,49.752258315766426,47.26464539997811,44.9014131299792,42.65634247348024,40.52352534980624,38.49734908231592,36.57248162820012,34.74385754679012,33.006664669450615,31.356331435978085,29.78851486417918,28.299089120970223
Polyclimate,Minus-5,World,AR6 climate diagnostics|Harmonized|Emissions|N2O,kt N2O/yr,10900.0,11020.020020020022,11129.12912912913,11238.23823823824,11347.34734734735,11347.34734734735,11674.674674674678,11090.940940940944,10536.393893893895,10009.574199199202,9509.095489239242,9033.64071477728,8581.958679038416,8152.860745086496,7745.217707832171,7357.956822440563,6990.058981318535,6640.556032252608,6308.528230639978,5993.101819107978,5693.446728152579,5408.774391744951,5138.335672157703,4881.418888549818,4637.347944122327,4405.480546916211,4185.206519570401,3975.9461935918807,3777.148883912287,3588.2914397166724,3408.876867730839,3238.433024344297,3076.511373127082,2922.685804470728,2776.551514247192,2637.723938534832,2505.8377416080903,2380.5458545276856,2261.518561801301,2148.4426337112363,2041.0205020256744,1938.9694769243904,1842.0210030781711,1749.9199529242626,1662.4239552780496,1579.302757514147,1500.3376196384395,1425.3207386565175,1354.0547017236918,1286.3519666375073,1222.034368305632,1160.9326498903504,1102.8860173958328,1047.7417165260413,995.3546306997392,945.5868991647524,898.3075542065146,853.3921764961889,810.7225676713795,770.1864392878105,731.6771173234199,695.0932614572489,660.3385983843865,627.3216684651671,595.9555850419088,566.1578057898133,537.8499155003227,510.9574197253066,485.40954873904127,461.1390713020892,438.0821177369848,416.1780118501355,395.3691112576287,375.6006556947472,356.82062291000983,338.97959176450934,322.03061217628385,305.92908156746967,290.6326274890962,276.10099611464136,262.29594630890927,249.1811489934638,236.7220915437906,224.88598696660108,213.64168761827105,202.95960323735747
Polyclimate,Minus-5,World,AR6 climate diagnostics|Infilled|Emissions|BC,Mt BC/yr,9.727423577,9.537717799505437,9.491873661302149,9.442827509635888,9.329634964626617,8.754542156654662,9.089541351693594,8.51984104642857,8.126990881826323,7.932282353357287,7.7665162423739496,7.5362819705328805,7.269572354730966,7.062427259894396,6.83871552029386,6.6514296097239844,6.5095299326613425,6.371674860153739,6.286143561178796,6.104815544501334,5.986354121701883,5.761941333793133,5.63082027631718,5.478371097126025,5.375291308515904,5.2431472307597105,5.0909754134630525,4.95161955336993,4.797489883419299,4.630029796835239,4.466531836528076,4.342566124835348,4.225255343194629,4.096034389241304,3.9482805158597167,3.7881081610275844,3.745639469671842,3.69605251464313,3.6460473315601876,3.5926053735219603,3.5321309356526607,3.4808219390444406,3.427706635947706,3.375921071495286,3.316796248988755,3.2321673965966613,3.1780205945182827,3.137542937313244,3.085473538611597,3.027665933836074,2.982492998910137,2.9391129190848653,2.8892796557967473,2.8455322069133153,2.798349091862008,2.7499264964352266,2.7134487691831746,2.663124927279036,2.6244120907006967,2.5902850646117623,2.5449022792216045,2.489671820068292,2.4429448190351892,2.3783190448244116,2.334783752185228,2.2931180989136104,2.2675015236881513,2.2329931890947954,2.1990618241541715,2.1662082945247714,2.1218572727846983,2.042511567233872,1.9826707885466552,1.9964840767250553,2.046535763017237,2.0483375057829707,2.000812860323696,1.9215963018044386,1.8501750433169242,1.8227789807719208,1.8442382280115968,1.850144383342445,1.8302170845726489,1.8059641927941092,1.764282673338403,1.7349517626683795
Polyclimate,Minus-5,World,AR6 climate diagnostics|Infilled|Emissions|CCl4,kt CCl4/yr,47.5476,45.01854578313253,42.48256265060241,39.95350843373494,37.424454216867474,34.8954,33.28229482617027,31.67359704352587,30.064899260881468,28.456201478237062,26.84309630440734,25.23439852176293,23.625700739118532,22.01700295647413,20.403897782644403,18.7952,17.92849490690033,17.061789813800658,16.192710186199342,15.326005093099672,14.4593,13.59259490690033,12.723515279299017,11.856810186199343,10.990105093099672,10.1234,9.655424965781547,9.18872855187517,8.722032137968792,8.255335724062414,7.787360689843965,7.320664275937586,6.853967862031208,6.38727144812483,5.919296413906379,5.4526,5.201167771084338,4.949735542168675,4.6976144578313255,4.446182228915663,4.19475,3.943317771084337,3.691196686746988,3.439764457831325,3.1883322289156624,2.9369,2.8011303312346016,2.665731617848344,2.530332904462086,2.394934191075828,2.2591645223104297,2.123765808924172,1.9883670955379145,1.8529683821516565,1.717198713386258,1.5818,1.5088599671412926,1.435919934282585,1.3627800657174152,1.2898400328587076,1.2169,1.1439599671412926,1.0708200985761227,0.9978800657174152,0.9249400328587076,0.852,0.8126146728716124,0.7733369559266356,0.7340592389816589,0.6947815220366822,0.6553961949082945,0.6161184779633178,0.576840761018341,0.5375630440733643,0.4981777169449767,0.4589,0.4376316538882804,0.4163633077765608,0.3950366922234392,0.3737683461117196,0.3525,0.3312316538882804,0.3099050383351588,0.2886366922234392,0.2673683461117196,0.2461
Polyclimate,Minus-5,World,AR6 climate diagnostics|Infilled|Emissions|CFC11,kt CFC11/yr,43.5734,41.881746933187294,40.18545920043812,38.49380613362541,36.80215306681271,35.1105,33.876730331234604,32.64633161784835,31.415932904462085,30.185534191075828,28.95176452231043,27.721365808924173,26.49096709553791,25.260568382151654,24.026798713386256,22.7964,21.997317853231102,21.19823570646221,20.396964293537785,19.59788214676889,18.7988,17.999717853231104,17.198446440306682,16.399364293537786,15.600282146768894,14.8012,14.28109526416644,13.76241157952368,13.24372789488092,12.72504421023816,12.2049394744046,11.68625578976184,11.16757210511908,10.648888420476322,10.12878368464276,9.6101,9.273234583789703,8.936369167579407,8.598580832420591,8.261715416210295,7.924849999999999,7.587984583789703,7.250196248630887,6.913330832420591,6.576465416210295,6.239599999999999,6.020340651519299,5.801680372296742,5.583020093074186,5.364359813851629,5.145100465370928,4.926440186148371,4.707779906925814,4.489119627703257,4.269860279222557,4.0512,3.909197809419496,3.767195618838992,3.6248043811610073,3.482802190580504,3.3408,3.198797809419496,3.056406571741511,2.9144043811610074,2.772402190580504,2.6304,2.5379632083219272,2.4457789761839583,2.353594744045989,2.261410511908021,2.168973720229948,2.076789488091979,1.9846052559540104,1.8924210238160413,1.7999842321379689,1.7078,1.6477229189485214,1.5876458378970426,1.5274041621029573,1.4673270810514785,1.40725,1.347172918948521,1.2869312431544355,1.2268541621029572,1.1667770810514786,1.1066999999999998
Polyclimate,Minus-5,World,AR6 climate diagnostics|Infilled|Emissions|CFC113,kt CFC113/yr,0.8742000000000001,0.7816107338444688,0.6887677984665936,0.5961785323110624,0.5035892661555312,0.411,0.3789286613742129,0.3469449493566931,0.3149612373391732,0.2829775253216534,0.2509061866958664,0.2189224746783465,0.1869387626608267,0.1549550506433069,0.1228837120175198,0.0908999999999999,0.0838238773274917,0.0767477546549835,0.0696522453450164,0.0625761226725082,0.0554999999999999,0.0484238773274917,0.0413283680175246,0.0342522453450164,0.0271761226725082,0.0200999999999999,0.0185269915138242,0.0169582808650424,0.0153895702162606,0.0138208595674787,0.012247851081303,0.0106791404325212,0.0091104297837393,0.0075417191349575,0.0059687106487818,0.0044,0.0040601861993428,0.0037203723986856,0.0033796276013143,0.0030398138006571,0.0027,0.0023601861993428,0.0020194414019715,0.0016796276013143,0.0013398138006571,0.001,0.0009198467013413,0.0008399124007664,0.0007599781001916,0.0006800437996167,0.0005998905009581,0.0005199562003832,0.0004400218998083,0.0003600875992335,0.0002799343005748,0.0001999999999999,0.0001800109529025,0.000160021905805,0.0001399780941949,0.0001199890470974,0.0001,8.001095290251917e-05,5.99671412924425e-05,3.997809419496168e-05,1.9989047097480824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polyclimate,Minus-5,World,AR6 climate diagnostics|Infilled|Emissions|CFC114,kt CFC114/yr,1.6696,1.515315993181818,1.3606092904545457,1.2063252836363636,1.052041276818182,0.89775727,0.8338038978072817,0.770025261604161,0.7062466254010402,0.6424679891979195,0.5785146170052012,0.5147359808020805,0.4509573445989597,0.387178708395839,0.3232253362031206,0.2594466999999999,0.2410177104764513,0.2225887209529025,0.2041092410470975,0.1856802515235487,0.167251262,0.1488222724764512,0.1303427925706462,0.1119138030470975,0.0934848135235487,0.075055824,0.069713281823159,0.0643853367560908,0.0590573916890227,0.0537294466219545,0.0483869044451136,0.0430589593780454,0.0377310143109772,0.0324030692439091,0.0270605270670681,0.021732582,0.0201875026788061,0.0186424233576122,0.0170931109423877,0.0155480316211938,0.0140029523,0.0124578729788061,0.0109085605635816,0.0093634812423877,0.0078184019211938,0.0062733225999999,0.005824369476485,0.0053766430008486,0.0049289165252121,0.0044811900495756,0.0040322369260607,0.0035845104504243,0.0031367839747878,0.0026890574991513,0.0022401043756364,0.0017923779,0.0016580231760268,0.0015236684520536,0.0013889456329463,0.0012545909089731,0.001120236185,0.0009858814610268,0.0008511586419194,0.0007168039179463,0.0005824491939731,0.00044809447,0.0004256468143252,0.0004032604910429,0.0003808741677607,0.0003584878444785,0.0003360401888037,0.0003136538655214,0.0002912675422392,0.000268881218957,0.0002464335632822,0.00022404724,0.0002016547858378,0.0001792623316757,0.0001568085283242,0.0001344160741621,0.00011202362,8.963116583789703e-05,6.717736248630887e-05,4.4784908324205913e-05,2.239245416210296e-05,0.0
