model,scenario,Exceedance Probability 1.5C (FaIRv1.6.2),Exceedance Probability 2.0C (FaIRv1.6.2),Exceedance Probability 2.5C (FaIRv1.6.2),Exceedance Probability 3.0C (FaIRv1.6.2),Exceedance Probability 3.5C (FaIRv1.6.2),Exceedance Probability 4.0C (FaIRv1.6.2),Exceedance Probability 4.5C (FaIRv1.6.2),Exceedance Probability 5.0C (FaIRv1.6.2),p5 peak warming (FaIRv1.6.2),p10 peak warming (FaIRv1.6.2),p17 peak warming (FaIRv1.6.2),p25 peak warming (FaIRv1.6.2),p33 peak warming (FaIRv1.6.2),median peak warming (FaIRv1.6.2),p66 peak warming (FaIRv1.6.2),p67 peak warming (FaIRv1.6.2),p75 peak warming (FaIRv1.6.2),p83 peak warming (FaIRv1.6.2),p90 peak warming (FaIRv1.6.2),p95 peak warming (FaIRv1.6.2),p5 year of peak warming (FaIRv1.6.2),p10 year of peak warming (FaIRv1.6.2),p17 year of peak warming (FaIRv1.6.2),p25 year of peak warming (FaIRv1.6.2),p33 year of peak warming (FaIRv1.6.2),median year of peak warming (FaIRv1.6.2),p66 year of peak warming (FaIRv1.6.2),p67 year of peak warming (FaIRv1.6.2),p75 year of peak warming (FaIRv1.6.2),p83 year of peak warming (FaIRv1.6.2),p90 year of peak warming (FaIRv1.6.2),p95 year of peak warming (FaIRv1.6.2)
Polyclimate,Plus-2,1.0,1.0,1.0,0.9991059454626732,0.991953509164059,0.9526151095216808,0.829682610639249,0.6115333035315155,4.023589740744611,4.255168255872818,4.498139066697829,4.704866634120462,4.877947373010478,5.284956489953578,5.69283132239675,5.718586401480198,5.95693748267103,6.266585912830118,6.650903069344086,7.193943638920411,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
Polyclimate,Plus-3,1.0,1.0,1.0,1.0,1.0,0.9995529727313366,0.9968708091193563,0.986142154671435,5.528647610836294,5.855171478499792,6.203808287068469,6.469098306069672,6.719089397646413,7.262393593610412,7.812135709616561,7.841306321852944,8.1643333699297,8.570581571706821,9.110629985893526,9.837208005339864,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
