Model,Region,Scenario,Unit,Variable,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Polyclimate,World,Minus-2,K,Raw Surface Temperature (GMST)|FaIRv1.6.2|5.0th Percentile,0.37288645125105396,0.4439566482125022,0.5007524111894351,0.5394761955160083,0.5884808660054591,0.6414088108374306,0.685471244874355,0.7152627844802772,0.7328101008505441,0.7435053509308664,0.7539283673262518,0.7587059170494995,0.7659124822086886,0.777624478719766,0.7966707809578403,0.8130199609423003,0.8342950478701452,0.8551072397956694,0.8769623733138535,0.9008234564430925,0.9222683526063642,0.9427722393848116,0.9646071010533687,0.9851777020671716,1.0036954797564557,1.021007189980261,1.040788571770882,1.0649027484145872,1.091113788179453,1.1097921973758644,1.127494809547722,1.140166465051619,1.152408912737818,1.1618150813092256,1.1691291397681614,1.173579183576303,1.18081049863857,1.1905210935377575,1.2013011767335458,1.2152524091316468,1.2293352390045411,1.244395118071668,1.2575167204367221,1.2660984104004906,1.2740973191268752,1.279914890766213,1.2843295841435647,1.2875920575492719,1.2895243648979693,1.2932942947146022,1.2993100908291662,1.3084137042732251,1.3159352945185017,1.3244011849211619,1.3317414377347176,1.3327751278499853,1.3343767607985741,1.3346828878920192,1.3349259567342553,1.3345742663059668,1.3371223295757477,1.3411311193412472,1.3450557463030277,1.3482458075372663,1.3497785971083167,1.3499213956505838,1.3518776639159984,1.35143027731564,1.3483081453061283,1.3486868021588192,1.3498703768087403,1.3508878583506474,1.3536433493147724,1.3565498208081102,1.3596885172980797,1.3625663742547256,1.362232584371168,1.3602988482313827,1.3593215366042684,1.3578789188127727,1.3554884993838068,1.35400837130354,1.3534548198582292,1.351999299165573,1.356183850199172,1.3584771700980682,1.3601698128818798,1.3612233649301024,1.361225432109844,1.3602138812232327,1.3577966061522753,1.3537124894022818,1.3497822587804493,1.3471114550738852,1.3472698547109847,1.3490807375818148,1.3511107339041566,1.3543008006402195,1.357381977281149,1.357893123086357,1.356707513054493,1.354546943285112,1.3514744507912138,1.348616824368568,1.3464842310109297,1.3476443305149082
Polyclimate,World,Minus-2,K,Raw Surface Temperature (GSAT)|FaIRv1.6.2|5.0th Percentile,0.38780190930109615,0.46171491414100235,0.5207825076370125,0.5610552433366487,0.6120201006456776,0.6670651632709279,0.7128900946693292,0.7438732958594885,0.7621225048845659,0.7732455649681012,0.7840855020193019,0.7890541537314796,0.7965489814970361,0.8087294578685568,0.828537612196154,0.8455407593799924,0.8676668497849511,0.8893115293874962,0.9120408682464077,0.9368563947008163,0.9591590867106189,0.9804831289602042,1.0031913850955034,1.0245848101498585,1.043843298946714,1.0618474775794715,1.0824201146417174,1.107498858351171,1.1347583397066314,1.1541838852708992,1.172594601929631,1.185773123653684,1.198505269247331,1.2082876845615949,1.215894305358888,1.2205223509193552,1.2280429185841129,1.2381419372792677,1.2493532238028875,1.2638625054969126,1.2785086485647228,1.2941709227945348,1.307817389254191,1.3167423468165103,1.3250612118919503,1.3311114863968616,1.3357027675093074,1.3390957398512429,1.3411053394938883,1.3450260665031863,1.3512824944623327,1.3607502524441544,1.3685727062992417,1.3773772323180085,1.3850110952441064,1.3860861329639849,1.3877518312305173,1.3880702034077002,1.3883229950036255,1.3879572369582056,1.3906072227587776,1.3947763641148974,1.3988579761551487,1.402175639838757,1.4037697409926495,1.4039182514766073,1.4059527704726387,1.4054874884082658,1.4022404711183736,1.402634274245172,1.40386519188109,1.4049233726846733,1.4077890832873632,1.4108118136404346,1.4140760579900031,1.4170690292249148,1.4167218877460148,1.4147108021606383,1.413694398068439,1.4121940755652838,1.409708039359159,1.4081687061556818,1.4075930126525587,1.4060792711321959,1.410431204207139,1.4128162569019913,1.4145766053971551,1.4156722995273066,1.415674449394238,1.414622436472162,1.4121084703983666,1.407860988978373,1.4037735491316674,1.4009959132768408,1.4011606488994242,1.4030439670850874,1.405155163260323,1.4084728326658285,1.411677256372395,1.4122088480098114,1.410975813576673,1.4087288210165168,1.4055334288228625,1.4025614973433107,1.400343600251367,1.4015501037355047
Polyclimate,World,Minus-2,K,Surface Temperature (GSAT)|FaIRv1.6.2|5.0th Percentile,0.3538344963256177,0.42673904938517515,0.48314615653141013,0.5257887469413498,0.5745642200641233,0.627661061265426,0.6712284905380421,0.7016113967808989,0.7179630520464744,0.7311475919893005,0.7398516205316118,0.745665396589313,0.7519962585351655,0.7656917819543543,0.7812025140632219,0.7989199833244541,0.8185200040598763,0.8378837724721632,0.8595704973748762,0.8832614052449402,0.9046822608144991,0.9255426372079655,0.9472556890885936,0.9681964518819127,0.9885444031463486,1.0074222843131657,1.028245423576652,1.0530450561413827,1.0770480234245432,1.0980605313336709,1.11830716420098,1.132659030635145,1.1426603904682344,1.1516513848435757,1.158548914140701,1.1654098246400695,1.1712126777949494,1.1808094399824602,1.191995027020316,1.2060091054165154,1.2216103520653059,1.2387567738634853,1.2507272040988746,1.2610750105901571,1.270236190620518,1.2717481326521127,1.2755303728906824,1.2790461544104919,1.2810036578345283,1.2828088562269881,1.2895643671000891,1.2960507245338482,1.305278909033262,1.3137699779401746,1.3186087217405689,1.32011212685999,1.3201784023798302,1.3193159794389657,1.3163206784963195,1.3158646550447486,1.3158068317702916,1.320211448819763,1.325624295087485,1.329727310375086,1.3333490961168284,1.3361964743744672,1.3350629471832063,1.3327810231459247,1.3309088892019612,1.3291371828514849,1.3283812009615608,1.3302663757595372,1.3339655836535318,1.337171466510854,1.3405327240216303,1.3424368310082042,1.3417834956195396,1.3395484392943455,1.3363342854741873,1.332991174124523,1.330124259272333,1.32805881997158,1.3256297594026663,1.324698661966282,1.3256293318444579,1.3286583568846444,1.3311310290142786,1.3323957282458982,1.3317703370417602,1.3314816815055308,1.3290751904126883,1.32482449524026,1.3213513333459952,1.3190503581008974,1.31835382913758,1.319791934118805,1.322845517203555,1.3270717688260287,1.330031007882686,1.3309157184040028,1.3303759853472574,1.3279732390296262,1.3250331921446001,1.32161373274498,1.3188030408934661,1.319203330940354
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|FaIRv1.6.2|5.0th Percentile,1.3106389911637564,1.4165077548829212,1.2735037685174557,1.3694643633604637,1.653078663521081,1.7631919995174627,1.7749337882594316,1.6903740068692452,1.608526133756981,1.6634391716351815,1.6139274484559993,1.5860111282185247,1.6445855808907015,1.752666660818012,1.791944799594199,1.8291219383884907,1.9144626592448213,1.9277588811402193,2.070010018506382,2.038798961799984,2.142489538915667,2.1897822453881766,2.255974230020248,2.28909211312473,2.3383971337766347,2.4250541935014858,2.476739659918506,2.5763330706181797,2.632382043399544,2.6836200437399054,2.703893709382485,2.707961113459894,2.7184485687520628,2.7260451826005103,2.74067660661212,2.764123534304021,2.788997658625941,2.829149274506906,2.8798301618028392,2.9513797819481935,2.9912101964770983,3.0330742237349746,3.0421406679246212,3.065777373552178,3.058572084183479,3.049784357238737,3.043803479803509,3.0517968373396793,3.065720880588284,3.087306741330017,3.135232181410289,3.1646336541091724,3.198230604861731,3.205616186742725,3.191292697496547,3.1647767591865255,3.1467102912854807,3.130312821888993,3.1217889526244305,3.1236919244678982,3.143240142091756,3.1714096464070947,3.1725612383298003,3.1789945151446335,3.1861540832477475,3.1670322756201186,3.147352399160089,3.1309425432934135,3.1213622106602075,3.1130693919642685,3.1212896448483547,3.1496742087852647,3.1733121803714073,3.1865616428425314,3.177406582918936,3.158115641672357,3.1348895309756757,3.1204815739326683,3.1101483730855284,3.095378500714303,3.086690016237135,3.078804706985812,3.0767281275729657,3.084163076611369,3.106487435897612,3.1209516962795645,3.1188489105830586,3.1145181739258323,3.0911970368500383,3.080238320969109,3.0503874683181524,3.0339071901864476,3.0281738321270524,3.0282215639091365,3.0433084522751894,3.0665942327952718,3.083491502927857,3.1029108642319603,3.0860002109938045,3.0555445411338344,3.035508767668539,3.0092739947495537,2.9945780057648284,2.9810951256828466,2.9869863023209975,3.006088487131967
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|Aerosols|FaIRv1.6.2|5.0th Percentile,-1.5710690691763987,-1.5270252491671419,-1.8383964916257072,-1.8000144874733777,-1.5146134000402154,-1.447140015804834,-1.448204541173528,-1.6286645878477528,-1.6768418923540795,-1.6454489123303289,-1.6910393752830077,-1.7563558195596152,-1.7063246920267654,-1.6358763106829035,-1.5984348648393938,-1.6982638006769568,-1.6303989213401946,-1.733399059593662,-1.6428374723158885,-1.7313137366401052,-1.588735657618252,-1.5615618954100599,-1.5447751818328441,-1.5341547425917819,-1.507657749871233,-1.4271855104973947,-1.45573600065936,-1.4013128869195441,-1.3674396295509288,-1.3253661570908657,-1.2957193092458188,-1.2714057086704824,-1.2357420123022065,-1.2208793276274568,-1.1946551317866156,-1.1650517136973157,-1.1343394352025364,-1.0978800878451775,-1.0664939352591345,-1.0198901690826294,-0.9738563254018331,-0.9385723120256423,-0.9064798119993226,-0.870449300902141,-0.8345412046337872,-0.8036819908236271,-0.7755575480985963,-0.7514541558142659,-0.7186177293408549,-0.691228523504746,-0.6585592169474641,-0.6369410044931787,-0.6140998440520357,-0.5917292169604196,-0.5663765152036747,-0.538180934318904,-0.5239781262577022,-0.5165646016719697,-0.5003318819408552,-0.4877868278496638,-0.47162563343287434,-0.45631859003558334,-0.4404400607402011,-0.42770315383480234,-0.41185648674659747,-0.3928741152699854,-0.3805138551372768,-0.3706517774796797,-0.3650213100665522,-0.35540404518057184,-0.3421422403532665,-0.3327688889071551,-0.32747280662609096,-0.3187695486383942,-0.3115523578144061,-0.30474201451969263,-0.30198837973734793,-0.29680735676601167,-0.29123273868029914,-0.28502586434033694,-0.2809989421690672,-0.27614553485498194,-0.2725937576607432,-0.26968990035061025,-0.2658803615871588,-0.2598382935479146,-0.2564811652776464,-0.25376329522155705,-0.25079032408780927,-0.24973264326580963,-0.24963262852161774,-0.24655731292531113,-0.24085232595510905,-0.23485811382367258,-0.23134492344540739,-0.22929439671000396,-0.22476014164441496,-0.22129696930770623,-0.21895012007545392,-0.215282189845363,-0.20832138238996917,-0.20787740569891563,-0.2078357207664158,-0.20680474495245912,-0.20162929447271413,-0.1972501845226689
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|Aerosols|Direct Effect|FaIRv1.6.2|5.0th Percentile,-0.5628270927757001,-0.5514632786773737,-0.6040940313170536,-0.5878734562019811,-0.5302968526314417,-0.5212096696399277,-0.5201632862371114,-0.5461897452172291,-0.5625490486338373,-0.567557482830004,-0.583412795772854,-0.5982655783033582,-0.5810484741774249,-0.5654946473655751,-0.5442320813128694,-0.5475273771535981,-0.5428349063461932,-0.5542203868478306,-0.5359893595177122,-0.549587622459744,-0.48203828577908425,-0.4734434720298106,-0.4654969150502368,-0.45811300111550624,-0.4488765451397304,-0.4430323392851569,-0.4346135232430326,-0.4228863376861644,-0.4162845491199157,-0.40515512034109985,-0.3911252532723245,-0.3878091914276237,-0.3707715233734371,-0.3664413985021733,-0.3611073482002564,-0.35226191900863935,-0.3413105718322494,-0.3249869609177509,-0.31443131463266916,-0.2988855609859232,-0.28293612007992847,-0.27465391486569146,-0.26569091531907746,-0.2548441557838324,-0.24453841205294438,-0.23674735817961823,-0.22926525472391698,-0.22346077740891068,-0.21575505148357574,-0.20924675379052374,-0.2011030708999474,-0.19717823178417443,-0.19504450592137504,-0.1886127942739541,-0.18260730485971702,-0.178401325635418,-0.17658858641697914,-0.17556352325657487,-0.17328032280793368,-0.1711715571966672,-0.168348262698375,-0.16620929685608923,-0.16452886173363865,-0.16262998790946212,-0.1604273119313904,-0.15906687527318247,-0.15860285136961438,-0.15787732743281901,-0.15788431283562343,-0.15712307027179467,-0.15575304123004824,-0.15575009694531977,-0.1550544560858889,-0.15436011133676888,-0.15443400362205037,-0.15399654425384401,-0.15421358762084067,-0.15442619176692468,-0.15441510465009828,-0.15389339015088077,-0.1539480445772866,-0.1541639836889863,-0.1547252200103055,-0.15523008534414925,-0.1553779385914399,-0.15504425796823862,-0.15456908898454053,-0.15498866442056852,-0.15569074168706057,-0.1567018141794413,-0.15904364608778734,-0.1592787548912574,-0.15768651803128053,-0.15381500605669532,-0.15193074986575314,-0.15198620933160265,-0.15051069388319047,-0.148438046593508,-0.14715954186958566,-0.14583250017157143,-0.14169739684344898,-0.14460515719626907,-0.14873749342666642,-0.15053331357062613,-0.14849526275178232,-0.14613547531869245
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|Aerosols|Direct Effect|BC|FaIRv1.6.2|5.0th Percentile,0.08613072113580113,0.08421910658128949,0.09301162062836048,0.09515814735667426,0.08439727144875842,0.08076821795364895,0.08279378477825927,0.08964629525390111,0.09258829021605133,0.09712082895472982,0.10160657523869948,0.10289534851421754,0.10830311671242839,0.10540000557291139,0.10566618633292287,0.11403924785678493,0.11123243884807275,0.11464439119479954,0.1124633046468508,0.11523354073999341,0.11497801449637188,0.11211916965383507,0.11142830362015944,0.11068918360183855,0.10898338461254499,0.10031680033786333,0.10536520072734797,0.10197451943123914,0.09609029067779606,0.09302236684234504,0.09043166316669175,0.0864331526478376,0.08491958304231721,0.08342983103118479,0.07991552612467655,0.07683223787798028,0.07339390351189964,0.07118291228967467,0.06893812221867858,0.06614168975219405,0.06324390232866675,0.060455851330865625,0.05816281533344236,0.05607892189826519,0.05387237410586466,0.05163233681252724,0.04913929763875224,0.04666746473303895,0.044094796914663247,0.04190035589137209,0.03945827337969716,0.03750582746879167,0.03572703443787185,0.033702768559295694,0.03138971723497385,0.028873258168303228,0.027642472540033762,0.02670924942562214,0.025837107118646976,0.024999021379880065,0.024160219745820298,0.023184220249262987,0.022245260429277526,0.02139412100597221,0.02032355196787094,0.01900615744355963,0.018135912045056,0.01719661204266079,0.0164216579120925,0.015344825201005337,0.014462958049854275,0.013314798158779088,0.012193863032289061,0.011367575809082663,0.01041526312712729,0.009570667075095999,0.008793698264651382,0.007905462090038123,0.007241308621638106,0.006679010330010096,0.005920512651944146,0.005161888783665249,0.004252184345932434,0.0032022253907570274,0.0024125129588446737,0.001473259411271616,0.0008955847696012461,0.0003554458123580404,-0.00017612602633230114,-0.0024971193508525166,-0.006005183098576856,-0.007899921987514531,-0.0073550497717516225,-0.0037410017750115357,-0.0023318222809923556,-0.0037508645795092995,-0.005711321035894115,-0.009950129139270845,-0.015959941475285858,-0.020817229200490894,-0.022093792059595538,-0.021364150589304517,-0.02258157815022668,-0.023245090505365325,-0.02497074086214599,-0.026609124332042093
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|Aerosols|Direct Effect|OC|FaIRv1.6.2|5.0th Percentile,-0.12283586809700962,-0.11421605552274003,-0.19709984748676845,-0.1925446092628609,-0.12915309256929253,-0.1079121813010499,-0.1070169821144847,-0.15807249671414872,-0.16284153971743034,-0.14534863715515067,-0.14873779387672484,-0.16278097513866258,-0.1535014062783511,-0.13922464844936105,-0.14054588013514302,-0.16497968014770678,-0.14696658125326464,-0.17545182249323915,-0.15322821321480345,-0.17819750939594464,-0.16614617489852532,-0.16122933099091047,-0.160018936629061,-0.16081821282878542,-0.15862748600774979,-0.14164013585461516,-0.15121406798020023,-0.1413506931222379,-0.13810027128555077,-0.13321405842560805,-0.13159878013291113,-0.1276554334100962,-0.12482830109661637,-0.12224281476871256,-0.11971362866892424,-0.11562455505527193,-0.11206813707427929,-0.10882031654929238,-0.10513510064595477,-0.10101301949279497,-0.09620077652325401,-0.09167274317808186,-0.08745874728541203,-0.08341129990711357,-0.07992003476588891,-0.07612722536242252,-0.07278210667861247,-0.0697054294040432,-0.06597128636222929,-0.06211739540635149,-0.058747561204609805,-0.05589204501039768,-0.052802717499257586,-0.05021704396421026,-0.046521890759612716,-0.04269227706197618,-0.040585053241293766,-0.03906617423935936,-0.03670393297793984,-0.03470952226690442,-0.03221277109048322,-0.029328280863390302,-0.026540044486381,-0.024338709251882414,-0.020561710238475434,-0.016732384998989328,-0.0147188278543033,-0.012954531879816262,-0.012136635319367612,-0.01033618083552442,-0.007941995072285967,-0.005922913346141359,-0.0038648894991922377,-0.002302435755975015,-0.0005889746463732708,0.0001922858738921484,0.00032371615495866985,0.000617326665624591,0.0008703611644177837,0.0010666744181071451,0.001254330528845065,0.0015039095368554948,0.0017008650773698063,0.0018850982070854514,0.0021825920420533713,0.0024439163164753446,0.002495790098040302,0.0026132585824971614,0.0026838673278829174,0.002804910515245159,0.002931352218265287,0.0030763571057936447,0.003258623086606802,0.0034135609960339124,0.0035422489447504805,0.003663936530682973,0.0038827028864605604,0.0039923479110445,0.004159805871001232,0.0043620411365162684,0.004558456151268767,0.004671041943238946,0.0048176808228192515,0.004990989778533541,0.0051946351627273415,0.005391437357078878
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|Aerosols|Direct Effect|Sulfur|FaIRv1.6.2|5.0th Percentile,-0.5895409976682497,-0.5797623010961434,-0.5819280294213436,-0.5693866823179294,-0.5388167118787516,-0.5401806496158422,-0.544032279746757,-0.5404438067040465,-0.5598346907150741,-0.5866172329253124,-0.6089132098940353,-0.6134629340292973,-0.6094443947548951,-0.5958941173185222,-0.5705455916688971,-0.5658650070204482,-0.5716704275957152,-0.5626456858455406,-0.5575702805936529,-0.5543924834695693,-0.4886144156822322,-0.4781042012665577,-0.46769705299079467,-0.45713344041094717,-0.4455069883795209,-0.43584109207039323,-0.4267033502021894,-0.41611477453483714,-0.3998010864744469,-0.38517214296949026,-0.3669034873054092,-0.35775342433664165,-0.3387756243204512,-0.3340350124283703,-0.32253580193817916,-0.3111016860585788,-0.2980891063258819,-0.27856197813038275,-0.2692739732583808,-0.2503091081714343,-0.23191219455418605,-0.22183394725414546,-0.21200377685506852,-0.1993863047169718,-0.18687923348138627,-0.17934290604466652,-0.1715946404791207,-0.16569282074014086,-0.15760585784091174,-0.15176899589833678,-0.1424368910736222,-0.13632981545719947,-0.13011918385277332,-0.12392393341064667,-0.11821681395215085,-0.11282088678736203,-0.11090498423238242,-0.10990234364218526,-0.10833530920559788,-0.10678994221596738,-0.10462498678224405,-0.10315665164078038,-0.1010790488203437,-0.09904389673898255,-0.09738226501265089,-0.09581652382902185,-0.0947530067752634,-0.093266906392543,-0.0920717085694935,-0.09067013202880962,-0.08923651484558756,-0.0882413175583249,-0.08688428907375789,-0.08565902182456181,-0.08446175198631208,-0.08302372673199619,-0.08242637111893829,-0.08181541031591467,-0.08096484672655825,-0.07999994588248603,-0.07909149815107025,-0.07819472561684335,-0.07729836687635909,-0.07622691338317739,-0.07527320234625158,-0.07422740893769586,-0.0728472275354488,-0.0721258746246854,-0.07113720418429015,-0.0703029091250972,-0.06951814732312017,-0.06878968701321628,-0.06791190929626142,-0.066997238743406,-0.06664394303199773,-0.0661590302677687,-0.06532464647355167,-0.06470399728287872,-0.06407716924022269,-0.06351986889698036,-0.06273732071722493,-0.06231190684209298,-0.06155019534870325,-0.061206817460057426,-0.06048515311843022,-0.060066432198488985
Polyclimate,World,Minus-2,W/m^2,Effective Radiative Forcing|Aerosols|Indirect Effect|FaIRv1.6.2|5.0th Percentile,-1.270375401992971,-1.2309308620865769,-1.5163356834454995,-1.49638674503316,-1.246241133989825,-1.1716527887296608,-1.1756631363593928,-1.3564680403742104,-1.3924339817160254,-1.3680008067697986,-1.405314725521261,-1.4547564230642827,-1.4337012969040441,-1.3734975009199633,-1.354053341226219,-1.4421408894094063,-1.384452635199459,-1.4726675488811212,-1.3975537733729866,-1.4773947186540968,-1.3848460118719232,-1.3588735105465142,-1.3460371810609841,-1.3398295184876912,-1.318143333884403,-1.2392359156068091,-1.27284121839789,-1.2230816731970022,-1.1891668434043878,-1.1547776108932302,-1.1318970089767586,-1.1014298584320603,-1.0710297549229937,-1.0543063930434566,-1.0266312908667925,-0.9964473181159603,-0.9683702837034585,-0.9345081283391342,-0.9060332853835359,-0.8688155864325193,-0.8266540561101747,-0.7914961073432342,-0.7626344302241768,-0.7339035394015189,-0.7017672976791657,-0.6753651066219145,-0.6527245530707176,-0.6294837389848457,-0.6013773326522804,-0.5766520657381632,-0.5505703608034158,-0.5302379001112947,-0.509576701304466,-0.48925550693339903,-0.46278851329410065,-0.43474388626190597,-0.4193458995340221,-0.4091660261793593,-0.39522633451656963,-0.38461241854804956,-0.3721505534417255,-0.3569700116883452,-0.34150529198748064,-0.32858627589645606,-0.3094717547733038,-0.2911743972584354,-0.2826780534268146,-0.2717429132969128,-0.26410497875935474,-0.2513962227120376,-0.2410487407485331,-0.22882147277099385,-0.21915781770167467,-0.21115373028729417,-0.20495974917679066,-0.19721624070128974,-0.19317327310852195,-0.18710559425290238,-0.17919339242137639,-0.1735624364429458,-0.16854983559652129,-0.16188701466618716,-0.15781687514373063,-0.1537817822849126,-0.15029147011787794,-0.14670536537910323,-0.14333846188788957,-0.1411291271151125,-0.13822216664836362,-0.13431262370279629,-0.13032565080179134,-0.12665562246456757,-0.1236731018297178,-0.12141438223458775,-0.11914990475975389,-0.11781395874169087,-0.11380039518453049,-0.11119933939503193,-0.10710130784797303,-0.10466326999182125,-0.10134069844825827,-0.09977454649403676,-0.09533645319373728,-0.09343594486822035,-0.09065487873859367,-0.08929366682667732
